Time,A_Temp,A_AccX,A_AccY,A_AccZ,A_GyroX,A_GyroY,A_GyroZ,A_AccAngX,A_AccAngY,A_AngleX,A_AngleY,A_AngleZ;B_Temp,B_AccX,B_AccY,B_AccZ,B_GyroX,B_GyroY,B_GyroZ,B_AccAngX,B_AccAngY,B_AngleX,B_AngleY,B_AngleZ
Uptime 00:01:16, 25.64,  0.17,  0.13,  1.01, 44.62, 21.30, 30.23,  7.16,  9.48, 46.06, 31.19,2078.28; 34.53,  0.14, -0.06,  1.05, 37.66, 31.33, -7.95, -3.33,  7.83, -8.88,-55.66,-451.02
Uptime 00:01:16, 25.64,  0.13,  0.19,  1.20, 44.51, 56.55, 42.82,  9.19,  6.25, 51.04, 37.70,2083.89; 34.48, -0.14,  0.06,  0.71, 43.26, 33.09,  6.44,  4.50,-11.25, -3.06,-50.07,-450.17
Uptime 00:01:16, 25.59,  0.03, -0.02,  0.90,-42.45,-33.51,-39.01, -1.41,  2.09, 44.50, 32.57,2078.74; 34.48, -0.18,  0.04,  0.70,-45.61, -5.34,-14.68,  3.15,-14.20, -8.83,-49.48,-452.11
Uptime 00:01:16, 25.64, -0.32, -0.31,  1.34, 28.08,-29.30, 64.75,-12.53,-13.14, 46.94, 28.45,2087.16; 34.39, -0.26, -0.42,  1.22,-14.85,-72.29, -9.07,-18.43,-11.28,-10.92,-57.47,-453.29
Uptime 00:01:17, 25.59,  0.17,  0.18,  1.00,-16.17, -8.49, 25.28, 10.01,  9.40, 44.09, 26.59,2090.52; 34.44,  0.01, -0.06,  0.84, -2.88,-62.01, 31.40, -4.21,  0.50,-11.16,-64.41,-449.12
Uptime 00:01:17, 25.64,  0.01,  0.12,  1.01, 44.07, 44.86, 63.89,  6.94,  0.72, 48.96, 31.76,2098.83; 34.58,  0.09,  0.11,  1.31,  4.54, 62.00, -0.62,  4.85,  3.92,-10.26,-55.31,-449.20
Uptime 00:01:17, 25.68, -0.33, -0.00,  1.01, -7.08,  5.44, 84.82, -0.19,-17.79, 47.08, 32.17,2109.86; 34.39, -0.19, -0.28,  0.84,-10.28,-36.04,-19.26,-17.87,-12.27,-11.72,-58.55,-451.70
Uptime 00:01:17, 25.68,  0.50,  0.18,  1.08, -7.75, 10.96,  9.75,  8.62, 24.57, 45.30, 32.47,2111.15; 34.48,  0.00,  0.02,  1.00, 10.30, -3.57,-33.78,  0.88,  0.15,-10.12,-57.84,-456.19
Uptime 00:01:17, 25.49, -0.44,  0.00,  1.07, 36.95,-43.91, -2.41,  0.05,-22.55, 49.14, 26.63,2110.84; 34.48, -0.37, -0.23,  0.79, 14.91,-52.64,-36.39,-14.85,-24.37, -8.30,-62.96,-460.96
Uptime 00:01:17, 25.54,  0.61,  0.19,  0.98,-41.20,-17.82,-26.93,  9.59, 31.38, 43.10, 23.20,2107.34; 34.48,  0.40,  0.10,  1.15,-42.71,  0.29, 54.77,  4.77, 19.00,-13.48,-62.04,-453.84
Uptime 00:01:17, 25.59,  0.09, -0.11,  1.13, 25.75, 48.54, 36.41, -5.56,  4.69, 45.48, 28.97,2112.18; 34.48,  0.12, -0.22,  0.90,-21.90,  8.92, 13.99,-13.63,  7.38,-16.34,-59.79,-451.98
Uptime 00:01:18, 25.73, -0.03, -0.01,  0.94, 36.63, 35.56, 27.91, -0.31, -2.04, 49.23, 32.96,2115.81; 34.58,  0.08, -0.08,  1.24, 18.09, 14.77, -4.94, -3.88,  3.60,-13.79,-56.78,-452.62
Uptime 00:01:18, 25.59, -0.26,  0.23,  1.11,-42.51, -7.91, 63.49, 11.35,-13.09, 43.02, 31.55,2124.12; 34.48, -0.30,  0.18,  0.99,-46.43,-44.00,-75.67,  9.77,-16.62,-19.28,-60.96,-462.53
Uptime 00:01:18, 25.73, -0.08, -0.35,  1.24, 39.70,-47.72, 15.63,-15.72, -3.46, 46.98, 24.81,2126.19; 34.48, -0.16, -0.71,  1.17,  4.96,-49.51, -9.06,-30.99, -6.67,-18.87,-66.01,-463.73
Uptime 00:01:18, 25.68,  0.08,  0.37,  1.13, 11.52, 24.23, 44.91, 18.15,  3.64, 47.88, 27.35,2132.07; 34.48, -0.26,  0.03,  0.84, 48.36, 11.64, 41.84,  1.84,-17.04,-12.25,-62.86,-458.25
Uptime 00:01:18, 25.68,  0.34, -0.07,  1.22,-33.35,-27.36,  6.15, -3.09, 15.46, 42.51, 22.93,2132.89; 34.48,  0.02, -0.27,  0.97,-54.86,-20.29, 33.00,-15.57,  1.17,-19.47,-64.27,-453.86
Uptime 00:01:18, 25.68,  0.05,  0.07,  0.96, 11.57, 53.12,  5.48,  4.10,  3.07, 43.22, 29.18,2133.60; 34.58,  0.10, -0.06,  1.15, 23.38, -0.38,-37.55, -2.73,  4.72,-16.15,-63.13,-458.74
Uptime 00:01:18, 25.78,  0.17,  0.20,  0.94, 17.98, -4.46, 61.86, 11.61, 10.04, 44.88, 27.83,2141.64; 34.53,  0.24,  0.21,  1.14, -2.83,  7.83,-38.16, 10.45, 11.71,-15.98,-61.10,-463.70
Uptime 00:01:18, 25.68, -0.36, -0.32,  1.23,-18.56,-46.44, 38.81,-13.81,-15.86, 41.28, 21.53,2146.81; 34.48, -0.08, -0.43,  1.09,-33.14,-80.35,-29.52,-21.25, -4.12,-20.40,-70.27,-467.62
Uptime 00:01:19, 25.78, -0.01,  0.14,  1.06, 31.93, 49.18, 25.13,  7.27, -0.59, 44.70, 27.43,2150.10; 34.53, -0.18, -0.04,  0.81, 15.40, 42.31, -1.04, -2.95,-12.26,-18.08,-63.19,-467.76
Uptime 00:01:19, 25.73, -0.06,  0.11,  1.15, 40.01, 24.26, 55.39,  5.40, -3.18, 49.01, 30.03,2157.30; 34.58, -0.17, -0.05,  1.02, 34.13, 13.89, 12.62, -2.79, -9.69,-13.42,-59.96,-466.12
Uptime 00:01:19, 25.68,  0.01,  0.02,  0.95,-50.01,-24.66, 16.85,  0.93,  0.72, 41.53, 26.21,2159.54; 34.53,  0.33, -0.08,  0.85,-40.19,-28.41, 31.00, -5.18, 20.96,-18.50,-62.88,-462.00
Uptime 00:01:19, 25.64, -0.24, -0.09,  1.18, 10.04, 15.34,-12.35, -4.32,-11.71, 41.91, 27.89,2157.92; 34.53, -0.35, -0.36,  0.98,-20.10,-22.65,-25.72,-18.97,-18.34,-21.09,-64.17,-465.37
Uptime 00:01:19, 25.68,  0.29,  0.44,  1.33,-28.19,-23.56, 12.52, 17.81, 11.76, 37.83, 24.09,2159.55; 34.53,  0.02,  0.06,  0.89, 30.68,-57.57, -1.69,  3.83,  1.18,-16.68,-70.24,-465.59
Uptime 00:01:19, 25.73,  0.04,  0.23,  0.86,  8.39, 31.02, 57.08, 15.13,  2.65, 38.46, 27.57,2167.08; 34.53,  0.02,  0.19,  0.88, 13.20, 51.71, 20.54, 12.06,  1.20,-14.40,-62.17,-462.87
Uptime 00:01:19, 25.68, -0.11,  0.08,  1.12, 15.31, 33.36, 52.53,  4.06, -5.59, 39.73, 31.38,2173.91; 34.62,  0.00, -0.04,  1.17, 23.06, -4.41,-47.18, -2.06,  0.18,-11.21,-61.49,-469.01
Uptime 00:01:19, 25.73, -0.05,  0.13,  0.92, 24.19, -1.59, 15.39,  7.91, -3.32, 42.24, 30.61,2175.96; 34.62, -0.04,  0.20,  0.83,  5.69, 17.77,-29.69, 13.70, -2.55, -9.97,-57.89,-472.96
Uptime 00:01:20, 25.68, -0.11,  0.11,  1.10,-15.92,-69.48, 56.41,  5.71, -5.67, 39.48, 21.26,2183.29; 34.53, -0.07, -0.00,  1.27,-17.73,-53.51, 29.55, -0.02, -3.10,-12.03,-63.49,-469.11
Uptime 00:01:20, 25.73,  0.08, -0.01,  1.16,-11.17, 72.54, 14.52, -0.54,  3.89, 37.26, 30.00,2185.18; 34.62, -0.16, -0.08,  0.92,-35.64, 23.73, 20.10, -4.89, -9.60,-16.43,-59.01,-466.50
Uptime 00:01:20, 25.68,  0.29, -0.10,  1.08, 23.60, 33.01,  2.08, -5.25, 15.05, 39.49, 33.40,2185.46; 34.62,  0.33, -0.43,  1.19,  2.02, 12.46,-14.45,-19.33, 14.56,-16.22,-56.49,-468.42
Uptime 00:01:20, 25.73, -0.48,  0.34,  0.79,-44.80,  0.69, 86.15, 19.91,-28.98, 33.34, 33.40,2196.74; 34.67, -0.45,  0.23,  0.84,-13.90, -1.31,-12.16, 13.28,-27.16,-17.42,-54.99,-470.02
Uptime 00:01:20, 25.78, -0.40, -0.29,  1.01, 40.05,-39.60, -0.86,-14.98,-20.98, 37.48, 28.11,2196.63; 34.72, -0.13, -0.39,  0.94, -1.10,-34.09,-31.55,-22.50, -7.39,-17.66,-58.09,-474.12
Uptime 00:01:20, 25.73,  0.03,  0.16,  1.21, 28.19,-29.97, 37.92,  7.61,  1.46, 40.56, 23.61,2201.67; 34.62, -0.15, -0.15,  0.75, 21.48,-13.63, -1.93,-10.74,-10.88,-14.72,-58.48,-474.37
Uptime 00:01:20, 25.78,  0.13,  0.12,  0.92,-55.35,-15.21,  4.37,  7.20,  7.96, 32.84, 21.04,2202.24; 34.67, -0.06, -0.09,  1.14,-48.13, -0.94, 46.99, -4.37, -3.14,-20.65,-57.37,-468.26
Uptime 00:01:21, 25.78,  0.24, -0.13,  1.04, 18.47, 45.38, -5.88, -7.17, 12.82, 34.39, 26.14,2201.48; 34.58,  0.01, -0.27,  1.04,-27.62,  0.73,-18.04,-14.74,  0.30,-24.05,-56.14,-470.61
Uptime 00:01:21, 25.78, -0.05,  0.17,  0.75,  2.18, 20.35, 72.70, 12.55, -3.97, 34.25, 28.47,2211.58; 34.58,  0.13, -0.10,  0.92, 19.69, 21.77,-12.94, -6.27,  8.08,-21.01,-52.21,-472.41
Uptime 00:01:21, 25.73,  0.03,  0.14,  1.07, -5.66,  4.60, 36.18,  7.30,  1.52, 32.99, 28.46,2216.32; 34.67, -0.11, -0.09,  0.88,  2.96,-40.73,-83.27, -6.05, -7.17,-20.33,-56.25,-483.32
Uptime 00:01:21, 25.73, -0.30, -0.27,  1.16, 15.99,-37.13, 40.81,-12.86,-14.00, 34.14, 23.37,2221.71; 34.58, -0.27, -0.34,  1.05, 25.17,-19.78,-12.91,-17.56,-13.71,-17.02,-57.41,-485.02
Uptime 00:01:21, 25.87,  0.11,  0.41,  1.21,  0.19, 25.68, 16.49, 18.82,  4.81, 33.86, 26.08,2223.85; 34.67, -0.13, -0.04,  0.91, 26.33,  1.91, 10.76, -2.45, -8.25,-13.38,-55.85,-483.62
Uptime 00:01:21, 25.78, -0.13,  0.40,  0.97,-26.11,-17.97,  0.32, 22.37, -7.03, 30.27, 23.39,2223.89; 34.67,  0.09,  0.15,  1.06,-40.86, -8.58, 34.60,  7.81,  4.99,-18.20,-55.94,-479.09
Uptime 00:01:21, 25.78,  0.35, -0.30,  0.86,  1.79, 28.38,-12.64,-17.65, 20.97, 29.55, 26.20,2222.21; 34.76, -0.06, -0.38,  1.05, -0.68, -3.05,-20.62,-20.12, -3.17,-18.32,-55.15,-481.83
Uptime 00:01:21, 25.78, -0.17,  0.20,  0.90, -5.88,-35.21, 23.53, 12.02,-10.20, 28.45, 21.40,2225.27; 34.67,  0.04, -0.01,  1.05, 12.74,-44.32,-16.53, -0.49,  1.92,-16.34,-59.73,-483.98
Uptime 00:01:22, 25.78, -0.17,  0.01,  1.07, 33.92, 16.89,-12.60,  0.62, -8.85, 32.21, 23.30,2223.63; 34.76,  0.14, -0.04,  1.13, 45.34, 14.69,-23.06, -2.02,  6.96,-10.28,-56.81,-486.98
Uptime 00:01:22, 25.82, -0.29, -0.13,  1.15, -7.00,-10.66, 48.04, -6.37,-14.04, 30.53, 21.73,2230.02; 34.67, -0.15, -0.15,  1.11,-13.47,-37.82,-30.91, -7.79, -7.85,-11.99,-60.44,-491.09
Uptime 00:01:22, 25.78, -0.13, -0.10,  1.02, -1.66,  9.45,  3.42, -5.58, -7.28, 29.60, 22.64,2230.47; 34.76, -0.19,  0.03,  0.76,  2.57, 13.30, 11.28,  1.82,-13.88,-11.38,-57.26,-489.62
Uptime 00:01:22, 25.82,  0.32,  0.06,  1.29, 49.14, -8.26, 15.45,  2.51, 13.91, 35.31, 20.86,2232.48; 34.67,  0.13, -0.05,  1.23, 50.65, 13.48,-29.03, -2.36,  6.02, -4.75,-54.52,-493.40
Uptime 00:01:22, 25.78, -0.37,  0.06,  0.46, -0.48, 54.96, 40.18,  6.14,-38.37, 34.67, 28.37,2237.82; 34.76, -0.06,  0.08,  0.58,  9.90,-29.65,-46.11,  7.45, -5.78, -3.21,-57.18,-499.53
Uptime 00:01:22, 25.82, -0.45, -0.13,  1.28, -4.40,-53.19, -2.28, -5.55,-19.10, 33.30, 21.36,2237.52; 34.67, -0.45, -0.60,  1.18,-65.99,-48.33, -9.03,-25.39,-18.75,-12.13,-61.86,-500.71
Uptime 00:01:22, 25.78,  0.29,  0.26,  1.22,-29.03,-28.90, 24.46, 11.79, 13.10, 29.11, 16.93,2240.75; 34.72, -0.08, -0.07,  0.82, 14.44,-99.82, 98.97, -5.16, -5.56,-10.12,-73.43,-487.65
Uptime 00:01:23, 25.73,  0.10,  0.01,  1.21, 15.95,-10.49, 71.66,  0.27,  4.53, 30.57, 15.16,2250.07; 34.72, -0.14,  0.13,  1.03,  8.97, 69.88, 32.33,  7.35, -7.87, -8.63,-62.90,-483.44
Uptime 00:01:23, 25.78, -0.44,  0.18,  1.15, 20.12,  2.79, 56.53,  8.46,-20.91, 32.71, 15.64,2257.47; 34.76,  0.12, -0.13,  1.04,  4.62,-44.29,-46.65, -7.26,  6.51, -8.01,-67.46,-489.55
Uptime 00:01:23, 25.82,  0.04,  0.34,  0.82, 25.79, 35.79, 36.95, 22.54,  2.79, 35.87, 19.93,2262.39; 34.76, -0.18,  0.30,  0.87,  3.89, 29.93,-44.97, 18.50,-11.30, -6.97,-61.98,-495.54
Uptime 00:01:23, 25.87, -0.21, -0.28,  1.11, -3.17,-42.06,  1.66,-13.79,-10.44, 34.47, 14.39,2262.60; 34.72, -0.11, -0.49,  1.05,-50.02,-77.04,-16.92,-24.82, -5.39,-13.70,-70.45,-497.74
Uptime 00:01:23, 25.82, -0.01,  0.18,  0.97, -0.17, 17.47,-10.86, 10.73, -0.37, 33.97, 16.35,2261.18; 34.72, -0.25,  0.04,  0.95, -7.46,-37.94, 33.03,  2.16,-14.81,-14.34,-73.61,-493.41
Uptime 00:01:23, 25.87,  0.23, -0.15,  0.84,-16.24, 15.63, -6.37,-10.08, 14.90, 30.98, 17.76,2260.33; 34.72,  0.52, -0.57,  0.47, 43.40,  1.42,-43.01,-39.11, 35.38, -9.18,-72.66,-499.13
Uptime 00:01:23, 25.82, -0.41, -0.09,  1.09,-40.45, 55.97,  9.98, -4.66,-20.63, 25.11, 24.95,2261.63; 34.72, -0.41, -0.25,  1.01,  2.36,-35.05,-123.49,-12.83,-21.53, -8.95,-75.25,-515.18
Uptime 00:01:23, 25.87,  0.02,  0.09,  0.94, -4.59, -8.11,-49.85,  5.33,  1.30, 24.13, 23.39,2255.15; 34.72,  0.01, -0.12,  0.83, 18.88, -0.52,-99.23, -8.06,  0.80, -6.53,-73.82,-528.08
Uptime 00:01:24, 25.92,  0.03, -0.01,  1.06,  8.89, 17.45, 12.53, -0.68,  1.56, 24.79, 25.17,2256.82; 34.81,  0.04, -0.22,  1.15, 47.46,-39.94,-36.82,-10.94,  2.16, -0.43,-77.60,-532.98
Uptime 00:01:24, 25.87, -0.55, -0.13,  1.04,-22.13, 32.21, -1.97, -6.46,-27.78, 21.33, 29.35,2256.56; 34.72, -0.14, -0.13,  1.41,-47.53, 58.49, 55.00, -5.17, -5.46, -6.63,-68.43,-525.77
Uptime 00:01:24, 25.78, -0.17, -0.20,  0.88,  3.20, -4.35,  9.60,-12.76,-10.86, 21.06, 28.42,2257.83; 34.67, -0.22, -0.31,  1.05,-20.16,-72.43,-20.40,-16.15,-11.57, -9.43,-76.19,-528.47
Uptime 00:01:24, 25.87,  0.08, -0.36,  0.45, 16.33, 90.17, 28.69,-38.40,  7.75, 21.97, 39.27,2261.59; 34.81,  0.50, -0.13,  1.06, 24.99, 14.31,-39.35, -6.24, 25.18, -6.16,-73.34,-533.62
Uptime 00:01:24, 25.87, -0.52,  0.00,  0.72,-18.59,-77.05, 53.31,  0.27,-35.66, 19.15, 29.31,2268.57; 34.76, -0.11, -0.03,  0.95,-10.05,-79.20,-49.47, -2.06, -6.56, -7.36,-81.91,-540.10
Uptime 00:01:24, 25.92, -0.10, -0.35,  0.93, 25.41,-35.31, -4.15,-20.37, -5.93, 21.67, 24.24,2268.02; 34.67, -0.12, -0.55,  0.97, 30.86, -9.69,-39.26,-29.30, -6.30, -3.78,-81.41,-545.32
Uptime 00:01:24, 25.87, -0.59, -0.15,  1.02,  6.05,-88.62, 23.54, -7.47,-29.66, 21.86, 13.06,2271.08; 34.76, -0.42, -0.35,  0.96, 16.45,-84.82, 21.40,-18.64,-22.22, -1.98,-90.14,-542.54
Uptime 00:01:24, 25.82,  0.50,  0.02,  0.84,-18.21,-11.46, -1.01,  1.29, 30.99, 19.11, 10.71,2270.95; 34.76, -0.05, -0.04,  1.01,-35.27, 43.94, 66.83, -2.03, -2.69, -6.51,-82.64,-533.79
Uptime 00:01:25, 25.87,  0.01, -0.00,  0.98, 42.02, 41.88, 44.91, -0.18,  0.50, 24.20, 15.94,2276.92; 34.76,  0.13, -0.51,  1.06, 15.09,-22.03, 18.42,-25.50,  6.39, -4.92,-83.99,-531.34
Uptime 00:01:25, 25.82,  0.20,  0.11,  1.15, 24.89,  3.53, 18.72,  5.14,  9.77, 26.99, 15.87,2279.35; 34.76,  0.27, -0.31,  0.73, 48.33,-38.47, 11.20,-21.61, 18.60,  0.90,-87.58,-529.88
Uptime 00:01:25, 25.96,  0.10,  0.06,  1.06, 35.78, 29.44, 76.35,  3.48,  5.41, 31.08, 19.20,2289.28; 34.76, -0.07,  0.05,  1.36,-60.05, 16.28,-90.49,  2.20, -2.97, -6.72,-83.70,-541.64
Uptime 00:01:25, 26.01, -0.11, -0.19,  0.93, 23.93, -9.30,-22.03,-11.67, -6.67, 33.34, 17.74,2286.35; 34.86,  0.14, -0.39,  0.79,-10.78,  3.88,-35.61,-26.12,  9.33, -8.52,-81.71,-546.38
Uptime 00:01:25, 25.87, -0.20, -0.12,  1.00, 17.95,-36.75, 69.11, -6.82,-11.02, 34.83, 12.92,2295.33; 34.76, -0.07, -0.18,  0.95, 31.70,-30.20, 10.05,-10.93, -3.96, -4.53,-83.84,-545.07
Uptime 00:01:25, 26.01,  0.14,  0.48,  0.97, -3.27, 38.02, -2.96, 25.82,  7.49, 34.22, 17.43,2294.94; 34.76,  0.41,  0.23,  1.19,-10.92, -3.42, 57.92, 10.22, 18.70, -5.64,-82.98,-537.43
Uptime 00:01:25, 25.96,  0.04, -0.22,  1.07, 18.05, 39.01, 58.79,-11.68,  2.10, 35.64, 22.09,2302.70; 34.76, -0.11, -0.45,  0.99,-31.49, 32.73, 19.93,-24.20, -5.61,-10.09,-76.97,-534.80
Uptime 00:01:26, 25.82,  0.13, -0.04,  1.01,  8.85, 20.70, -2.05, -2.23,  7.43, 36.02, 24.15,2302.43; 34.76,  0.03, -0.18,  1.03,  6.18,-37.36,  3.08, -9.79,  1.44, -9.29,-80.26,-534.39
Uptime 00:01:26, 25.87,  0.07,  0.39,  0.73, 17.55, 31.44, 91.54, 27.67,  5.08, 38.12, 27.64,2314.52; 34.86, -0.19,  0.27,  1.18, 22.10, 41.74,-26.62, 12.89, -9.10, -5.99,-73.07,-537.91
Uptime 00:01:26, 26.01, -0.46, -0.25,  1.05, -1.78,-23.16,-12.09,-12.34,-22.97, 36.89, 24.59,2312.94; 34.76, -0.12, -0.38,  0.97,-38.40,-52.40,-54.22,-21.10, -6.43,-11.18,-78.16,-544.96
Uptime 00:01:26, 26.06, -0.05,  0.08,  1.03,  3.46,-24.18, 52.06,  4.63, -2.55, 36.68, 21.05,2319.76; 34.86, -0.04, -0.11,  0.89, 50.38,  4.69, -2.91, -6.85, -2.65, -4.63,-75.94,-545.34
Uptime 00:01:26, 25.92, -0.26,  0.46,  0.70,  8.80, 22.92,-37.56, 31.59,-17.25, 37.72, 23.94,2314.81; 34.86, -0.25,  0.38,  1.16,-34.89,-41.80, 25.08, 17.96,-11.72, -8.69,-79.59,-542.03
Uptime 00:01:26, 25.96,  0.36, -0.75,  1.14, 40.71, 59.73, 32.98,-32.29, 14.81, 41.51, 30.77,2319.09; 34.81,  0.04, -0.68,  1.11,-25.38, 46.49,-15.20,-31.66,  1.61,-12.38,-72.11,-544.00
Uptime 00:01:26, 25.92, -0.21,  0.21,  0.77,-11.40, 14.44, 26.52, 14.92,-15.02, 39.52, 32.29,2322.54; 34.76,  0.20, -0.01,  1.07, 29.02,-38.88, -2.49, -0.42, 10.40, -8.45,-75.83,-544.33
Uptime 00:01:26, 25.96, -0.42,  0.23,  1.06,  4.79, 64.44,-36.26, 11.55,-21.34, 39.62, 40.85,2317.50; 34.81, -0.52, -0.04,  0.94,-31.96,-18.09,-61.58, -2.21,-29.12,-12.68,-76.19,-552.89
Uptime 00:01:27, 25.96, -0.07, -0.03,  1.01,  6.15,-84.43, 43.68, -1.66, -4.18, 39.58, 29.28,2323.22; 34.81,  0.30, -0.42,  1.07, 12.06,-51.31, -7.70,-20.54, 14.88,-11.29,-81.55,-553.89
Uptime 00:01:27, 25.87,  0.04,  0.24,  0.92, 31.23,  8.67,  9.11, 14.44,  2.59, 43.12, 29.77,2324.43; 34.81, -0.21,  0.31,  0.90, 19.73,  5.24, -4.74, 18.69,-12.22, -8.13,-79.00,-554.52
Uptime 00:01:27, 26.06,  0.15,  0.14,  1.05, 45.40, 52.34,-15.16,  7.64,  7.87, 48.24, 35.73,2322.44; 34.81, -0.33,  0.25,  1.32,-15.69, 43.77,-11.90, 10.60,-13.77, -9.77,-71.53,-556.08
Uptime 00:01:27, 25.96, -0.10,  0.10,  0.83,-17.08, 15.25, 31.75,  6.68, -7.18, 45.23, 37.10,2326.57; 34.91, -0.20, -0.02,  0.71,-34.49, -3.25,-33.03, -1.65,-15.75,-14.00,-70.20,-560.37
Uptime 00:01:27, 25.96, -0.25,  0.05,  1.28, 19.92,-101.54,  2.91,  2.01,-11.13, 46.94, 23.45,2326.95; 34.91, -0.12, -0.44,  1.37, 27.31,-121.10, 38.38,-17.77, -4.73,-10.55,-84.36,-555.31
Uptime 00:01:27, 25.96,  0.19,  0.17,  0.40, 20.39, 25.63, 42.46, 21.25, 23.68, 49.02, 25.77,2332.47; 34.81,  0.55,  0.30,  0.92, 48.80,  3.88,  5.57, 15.77, 29.50, -3.80,-82.77,-554.58
Uptime 00:01:27, 26.06,  0.01, -0.35,  1.17, -0.13, 55.47, 35.80,-16.49,  0.36, 47.70, 32.37,2337.16; 34.81, -0.16, -0.62,  1.14,-66.95, 15.22,-78.43,-28.19, -6.85,-12.89,-79.02,-564.86
Uptime 00:01:28, 26.01,  0.08,  0.07,  0.92,-17.87, -7.94, 27.95,  4.18,  4.81, 44.52, 30.60,2340.85; 34.91,  0.14, -0.01,  0.78, 37.26, 28.89,-35.24, -0.62, 10.27, -7.82,-73.91,-569.51
Uptime 00:01:28, 25.87, -0.61,  0.17,  0.81,  1.52,-34.27,-20.86,  9.49,-36.36, 44.01, 26.32,2338.12; 34.81, -0.59, -0.23,  0.90, 31.89,-95.25, -7.76,-11.93,-32.27, -3.81,-84.02,-570.53
Uptime 00:01:28, 26.01,  0.50,  0.06,  0.95,-23.69, 12.46, -0.49,  3.41, 27.61, 40.16, 26.84,2338.05; 34.91, -0.25,  0.01,  0.97,-40.25, 29.22, 66.38,  0.61,-14.51, -8.89,-78.29,-561.83
Uptime 00:01:28, 25.96,  0.09, -0.22,  0.87, 15.11, 22.63, 24.55,-14.28,  5.52, 41.02, 29.12,2341.30; 34.81,  0.12, -0.53,  0.81,  1.14,  7.13, 27.81,-32.74,  6.91, -9.22,-75.94,-558.16
Uptime 00:01:28, 26.01,  0.03,  0.36,  1.02, -7.84,-45.71, 25.72, 19.31,  1.57, 39.59, 22.68,2344.64; 34.81,  0.26, -0.02,  0.88, 65.87,-30.01,-39.88, -1.46, 16.28, -0.67,-78.57,-563.35
Uptime 00:01:28, 26.06,  0.01,  0.06,  0.94,-45.92,  4.06, 61.97,  3.37,  0.31, 32.88, 22.75,2352.88; 34.91,  0.12, -0.08,  0.81,-42.20,-33.52,-89.65, -5.75,  8.49, -6.27,-81.54,-575.27
Uptime 00:01:28, 26.01, -0.08, -0.20,  1.10, 29.86,-32.37, 31.59,-10.36, -4.13, 35.85, 18.22,2357.02; 34.81,  0.01, -0.53,  1.17, 24.86,-12.40, -9.14,-24.52,  0.65, -3.45,-81.52,-576.47
Uptime 00:01:28, 26.06,  0.11,  0.36,  0.93, -5.17, 34.84, 38.95, 20.78,  6.40, 34.89, 22.17,2362.08; 34.81, -0.16,  0.09,  1.06, 28.94, -5.80, 58.57,  5.04, -8.74,  0.41,-80.45,-568.85
Uptime 00:01:29, 26.01,  0.55, -0.28,  1.15, 17.93, 14.35, 18.93,-12.28, 25.00, 36.28, 23.10,2364.60; 34.86,  0.18, -0.50,  0.91,-71.96, 70.32, 44.91,-28.30,  9.93, -9.54,-69.87,-562.88
Uptime 00:01:29, 25.96, -0.42,  0.16,  0.86,  1.79, 43.68, 21.62,  9.29,-25.72, 35.97, 28.76,2367.43; 34.91, -0.34, -0.18,  1.04, 27.84,  9.86,  5.34, -9.47,-17.72, -5.97,-66.86,-562.18
Uptime 00:01:29, 26.01,  0.04,  0.16,  0.73, 13.46,-29.79, 42.46, 12.44,  2.74, 37.22, 24.33,2372.95; 34.86,  0.33,  0.20,  1.08, 34.07,-21.63,-37.52, 10.22, 16.64, -1.30,-68.61,-567.06
Uptime 00:01:29, 26.06, -0.50, -0.26,  1.08,-31.67,-10.29, 76.43,-12.11,-24.35, 32.13, 23.00,2383.04; 34.86, -0.27, -0.23,  1.13,-14.14,-59.10,-39.67,-11.08,-13.20, -3.33,-74.62,-572.29
Uptime 00:01:29, 26.11, -0.17,  0.11,  0.89, 24.99, -7.24, 24.12,  6.63,-10.48, 34.83, 21.82,2386.20; 34.81, -0.10, -0.05,  0.81,-27.88, -1.22, 26.82, -3.58, -7.24, -6.91,-73.14,-568.78
Uptime 00:01:29, 25.96,  0.15, -0.10,  1.22, 38.62, 57.96, 39.27, -4.48,  6.77, 39.00, 28.69,2391.34; 34.86, -0.04, -0.33,  1.16, 32.83, 86.58,-24.72,-15.86, -1.78, -2.88,-60.52,-572.02
Uptime 00:01:29, 26.01, -0.38,  0.30,  0.82,  8.66, -0.93, 23.01, 18.59,-23.31, 39.72, 28.46,2394.38; 34.86, -0.29,  0.30,  1.24,  5.49,-66.38, -6.72, 13.05,-12.58, -1.85,-67.65,-572.91
Uptime 00:01:29, 26.06,  0.18, -0.07,  1.08,  7.55, 51.71,  9.40, -3.89,  9.23, 39.81, 34.30,2395.60; 34.86,  0.08, -0.20,  0.72,-35.20, 22.80, -3.98,-15.40,  6.44, -6.60,-63.52,-573.42
Uptime 00:01:30, 26.01, -0.20,  0.17,  1.10, -3.46,-69.77, 18.87,  8.71,-10.38, 38.73, 24.72,2398.11; 34.95,  0.04, -0.26,  1.19, 24.38,-78.69, 71.58,-12.20,  1.95, -3.54,-72.54,-563.90
Uptime 00:01:30, 26.11,  0.52,  0.20,  0.44, 22.88,  8.70, 11.86, 16.63, 46.89, 41.21, 24.40,2399.65; 34.86,  0.51,  0.24,  1.04, -2.56,-19.27, 27.92, 11.71, 25.38, -3.56,-74.05,-560.27
